stat_id,player_id,date_of_game,stadium_name,rush_yards,num_rushes,rec_yards,num_receptions,points,snaps_played
4411,1784,2026-04-01,Diaz-Stone Stadium,70,17,85,0,0,63
4412,6476,2020-03-30,Dickerson-Long Stadium,147,22,196,6,12,62
4413,8191,2023-08-30,"Parker, Turner and Phelps Stadium",42,20,150,9,24,20
4414,2991,2025-02-25,"Cole, Glenn and Acosta Stadium",25,15,28,11,28,7
4415,2319,2024-06-28,Jackson-Richardson Stadium,2,6,67,12,7,27
4416,6404,2020-07-05,"Kelley, Bell and Wall Stadium",25,29,133,14,28,40
4417,7609,2020-02-11,"Reed, Williams and Carpenter Stadium",136,27,190,10,14,4
4418,2463,2024-04-05,Ortiz Inc Stadium,127,26,82,11,18,78
4419,7661,2020-01-01,Garcia-Weeks Stadium,84,30,168,12,17,68
4420,9682,2024-07-22,Dunn and Sons Stadium,60,14,114,9,21,3
4421,9662,2021-03-09,Thompson and Sons Stadium,11,9,115,3,0,25
4422,9289,2023-07-15,Hill Ltd Stadium,41,9,111,10,28,72
4423,776,2023-12-28,Allen-Hernandez Stadium,62,18,145,1,12,51
4424,5592,2021-11-03,Cruz-Kelly Stadium,-1,13,186,0,12,43
4425,5490,2020-08-29,Hernandez and Sons Stadium,8,4,187,10,0,75
4426,6940,2022-09-05,"Smith, Perez and Knapp Stadium",105,15,126,3,6,26
4427,7588,2020-01-12,"Newman, Perez and Smith Stadium",101,8,134,12,18,42
4428,4769,2022-05-05,"Richards, Vazquez and Moore Stadium",54,1,156,8,3,31
4429,5899,2024-06-24,"Stewart, Bryant and Pena Stadium",12,16,120,4,0,71
4430,3231,2025-03-18,Murphy-French Stadium,12,22,72,1,3,44
4431,5037,2023-08-09,Mcbride Group Stadium,44,22,108,2,17,7
4432,2199,2023-01-19,James-Armstrong Stadium,5,4,58,2,3,48
4433,239,2022-10-22,Jensen-Colon Stadium,39,24,121,11,24,12
4434,8239,2022-03-24,Bailey Ltd Stadium,55,5,98,1,14,53
4435,9859,2024-08-07,Reid Ltd Stadium,8,17,133,15,28,45
4436,5008,2022-08-19,Davis-Dominguez Stadium,42,26,200,0,14,33
4437,1846,2020-05-10,Arnold-Kaiser Stadium,33,1,9,8,14,69
4438,431,2024-08-19,Cruz and Sons Stadium,95,25,197,7,21,63
4439,7477,2020-06-19,"Rogers, Contreras and Atkinson Stadium",26,10,22,1,6,12
4440,2901,2025-01-29,"Daniels, Bush and Perkins Stadium",32,3,16,8,7,24
4441,9869,2025-02-13,"Wheeler, Stephens and Flores Stadium",105,29,168,11,17,36
4442,2444,2023-08-01,Strickland-Herrera Stadium,97,24,80,2,12,2
4443,2716,2025-10-07,Taylor Inc Stadium,37,30,33,6,6,14
4444,2440,2021-02-02,"Andrews, Frazier and Price Stadium",20,27,77,4,17,59
4445,4377,2021-05-02,Cardenas PLC Stadium,56,29,134,9,6,49
4446,3680,2020-11-17,Boyd-Wilson Stadium,26,14,91,1,17,29
4447,1815,2024-06-20,Harris Group Stadium,83,25,148,9,14,2
4448,9515,2021-02-08,"Fitzpatrick, Welch and Moore Stadium",110,29,32,12,21,8
4449,1330,2024-05-11,Curry-Palmer Stadium,15,4,92,5,7,60
4450,4084,2025-04-04,Ortega PLC Stadium,104,18,81,4,0,79
4451,3808,2023-12-07,Hall Ltd Stadium,84,20,1,7,3,30
4452,1028,2021-12-19,"Carrillo, Smith and Brewer Stadium",-5,21,24,15,6,3
4453,8732,2024-08-14,"Thomas, Kelly and Fisher Stadium",91,0,85,7,28,33
4454,1454,2025-02-14,Fowler-Martinez Stadium,21,20,17,4,14,9
4455,8147,2022-04-19,Miller-Adams Stadium,57,9,194,6,21,34
4456,7352,2020-12-30,Lopez-Tran Stadium,37,16,190,11,14,68
4457,6641,2023-12-31,Mcdaniel-Butler Stadium,124,1,60,9,0,66
4458,8743,2022-01-15,"Finley, Brown and Velez Stadium",122,27,108,10,7,6
4459,2586,2023-02-07,Zuniga Ltd Stadium,-3,4,152,3,6,43
4460,6710,2020-10-28,Wise PLC Stadium,47,1,16,13,12,26
4461,1320,2020-11-01,"Martin, Marquez and Elliott Stadium",138,6,18,4,21,80
4462,4382,2022-09-01,"Chang, Murray and Pratt Stadium",132,30,124,5,6,57
4463,3085,2020-12-07,"Day, Boyd and Alvarez Stadium",146,22,77,14,6,51
4464,2656,2023-12-16,Choi-Stokes Stadium,101,16,83,1,17,76
4465,2049,2025-01-04,"Freeman, Harmon and Parker Stadium",102,22,35,9,6,23
4466,9159,2022-01-06,Reed-Taylor Stadium,15,13,154,9,17,66
4467,3096,2021-10-08,"Stone, Smith and Woodward Stadium",78,23,196,4,14,42
4468,4838,2020-01-01,Clark and Sons Stadium,131,17,93,7,24,18
4469,5078,2020-03-31,Douglas-Tucker Stadium,70,6,33,13,17,79
4470,7198,2025-09-26,Graves-Lopez Stadium,91,29,83,12,14,12
4471,6960,2021-06-27,Martinez-Gonzalez Stadium,6,3,106,9,24,10
4472,4113,2025-09-05,Kemp Group Stadium,116,16,105,12,7,34
4473,3945,2022-03-03,Santiago and Sons Stadium,113,12,29,15,21,33
4474,2216,2025-10-12,Mejia-Pena Stadium,96,5,19,0,0,70
4475,6054,2021-06-04,"Gonzales, Harris and Castro Stadium",107,12,186,9,21,50
4476,7444,2020-11-06,Williams-Ross Stadium,141,3,190,4,21,13
4477,6519,2025-08-11,Jones-Garcia Stadium,22,12,1,11,0,16
4478,2778,2023-01-21,"Mckinney, Thompson and White Stadium",106,26,111,1,6,37
4479,1227,2024-06-05,"Petty, Lang and Luna Stadium",99,30,98,8,3,13
4480,5288,2024-08-18,Leblanc PLC Stadium,104,9,23,2,0,54
4481,3915,2023-06-06,Rangel Group Stadium,39,27,0,0,12,9
4482,32,2022-01-09,Bradford-Reyes Stadium,74,2,177,13,21,58
4483,2328,2022-07-25,Kim and Sons Stadium,6,21,54,13,14,6
4484,5113,2022-09-15,Wade and Sons Stadium,69,5,160,0,18,37
4485,7468,2020-10-12,"Williams, Burton and Hoffman Stadium",81,23,32,7,3,75
4486,8234,2025-11-08,Hamilton Inc Stadium,46,11,95,9,7,51
4487,130,2020-02-28,"Lynch, Weaver and Cruz Stadium",65,23,49,4,0,41
4488,3062,2021-08-27,Williams-Gates Stadium,80,26,70,6,7,9
4489,9876,2023-10-28,Thomas-Livingston Stadium,70,15,103,8,14,4
4490,7089,2024-06-04,Vance-Wilson Stadium,94,7,95,0,14,10
4491,6391,2024-11-04,Wilkinson Ltd Stadium,123,15,6,9,12,23
4492,3699,2020-01-06,Mccoy Inc Stadium,3,1,179,14,24,11
4493,3891,2023-11-13,"Long, Larson and Jones Stadium",52,2,97,6,0,22
4494,3897,2021-08-26,Donovan-Bryan Stadium,21,15,137,3,17,23
4495,5877,2025-09-01,"Wilson, Hays and Knight Stadium",111,18,16,10,17,17
4496,3637,2023-10-23,Walton Ltd Stadium,125,16,105,0,12,55
4497,8720,2024-05-29,"Gillespie, Myers and Flowers Stadium",8,26,194,6,17,11
4498,1887,2021-04-08,Allen-Reynolds Stadium,138,7,129,15,6,31
4499,4838,2024-10-15,Rodriguez Group Stadium,33,12,4,13,21,35
4500,8387,2023-08-15,Lee PLC Stadium,85,21,55,0,24,40
4501,7916,2023-01-24,Grimes-Shannon Stadium,115,3,60,1,6,77
4502,95,2026-02-20,"Carpenter, Copeland and Reynolds Stadium",23,21,120,2,28,77
4503,8179,2025-09-08,Williams-Roberts Stadium,28,2,80,1,7,48
4504,2921,2020-10-22,Dominguez-Rodriguez Stadium,15,7,131,3,21,11
4505,9597,2021-05-17,"Glenn, Gould and Jones Stadium",144,15,84,3,17,12
4506,9426,2022-08-06,"Stevens, Chapman and Peterson Stadium",5,27,180,12,17,16
4507,1245,2023-03-02,"Barrett, Franklin and Dunn Stadium",20,10,117,2,24,28
4508,9763,2021-10-29,"Holder, Vasquez and Whitney Stadium",93,5,167,4,18,40
4509,4825,2025-04-14,Spencer LLC Stadium,9,28,57,11,17,42
4510,1800,2020-04-19,"Skinner, Anthony and Dickson Stadium",110,19,87,1,7,46
4511,3677,2025-03-27,"Walker, Edwards and Gonzalez Stadium",89,12,95,4,18,65
4512,8697,2023-03-19,Liu-Johnson Stadium,109,9,108,1,18,53
4513,7481,2025-06-08,"Rodriguez, Porter and Banks Stadium",51,12,122,1,6,49
4514,6907,2026-03-28,Cooper-Mendoza Stadium,76,14,114,8,21,18
4515,1895,2025-03-02,Mays Ltd Stadium,38,8,184,5,14,29
4516,1542,2021-11-13,Wilkins-Walker Stadium,126,29,167,4,3,55
4517,4875,2020-10-08,Diaz-Nelson Stadium,66,27,8,1,17,68
4518,2851,2020-01-24,Cole-Pearson Stadium,88,1,78,13,18,18
4519,7721,2022-07-10,"Montgomery, Holland and Mccarthy Stadium",96,12,157,5,7,12
4520,2927,2024-09-03,"Christensen, Wells and Cunningham Stadium",114,14,60,11,3,11
4521,1720,2020-08-06,Richards LLC Stadium,119,4,135,4,17,47
4522,9642,2024-06-05,Holmes-Montgomery Stadium,71,0,95,10,24,46
4523,8808,2023-02-14,Clark-Serrano Stadium,61,4,127,8,21,31
4524,9752,2024-10-16,Coffey-Allen Stadium,107,1,191,5,3,21
4525,5767,2021-08-27,Riddle-Banks Stadium,129,13,48,2,0,29
4526,4212,2021-05-16,"Cochran, Taylor and Wu Stadium",32,17,172,0,28,49
4527,4162,2025-04-02,Sloan-Rojas Stadium,19,5,14,9,0,64
4528,9076,2020-03-15,Rose Group Stadium,73,22,27,11,7,17
4529,8506,2024-05-09,Hunter-Green Stadium,106,8,76,3,6,66
4530,7857,2023-12-22,Walker-Olson Stadium,62,13,128,8,28,8
4531,5598,2022-02-03,Day Group Stadium,37,12,147,3,12,38
4532,5135,2023-10-01,Yu-Dunlap Stadium,68,13,126,12,6,49
4533,6672,2022-08-04,Sullivan-Fisher Stadium,72,7,120,12,3,38
4534,8122,2024-11-20,Lambert Inc Stadium,147,9,111,12,28,77
4535,1334,2020-05-04,Rich-Ryan Stadium,142,8,126,6,0,4
4536,9497,2020-04-25,Sims-Howell Stadium,134,22,31,15,7,32
4537,1439,2023-07-22,Hughes Group Stadium,148,10,20,4,3,59
4538,5002,2021-07-15,"Jones, Mccarthy and Scott Stadium",146,24,45,3,7,44
4539,2023,2023-04-27,"Adams, Bryant and Garcia Stadium",117,17,51,14,14,52
4540,3513,2023-11-23,Frost-Miller Stadium,46,20,146,3,6,43
4541,7707,2021-01-03,Brown LLC Stadium,48,1,86,0,28,72
4542,9316,2023-04-20,Rivas-Duran Stadium,111,13,173,4,12,44
4543,2426,2023-10-06,"Perry, Coleman and Andrade Stadium",13,10,189,13,6,50
4544,8488,2022-07-19,Simpson-Hays Stadium,131,25,144,1,21,42
4545,5619,2025-03-11,Booker-Travis Stadium,3,22,198,13,18,75
4546,2256,2020-10-02,Miller and Sons Stadium,97,20,72,9,28,22
4547,6810,2023-06-15,Holmes Ltd Stadium,0,29,82,6,6,52
4548,3530,2024-10-27,Lopez-Martinez Stadium,8,4,149,5,0,38
4549,2306,2023-05-03,Castillo and Sons Stadium,1,3,135,7,7,52
4550,4306,2021-08-05,Morrison PLC Stadium,148,15,130,11,21,33
4551,7908,2022-01-19,"Hoffman, Lynch and Hansen Stadium",80,12,160,5,7,30
4552,1125,2024-08-29,Dennis LLC Stadium,-3,12,79,0,24,8
4553,61,2022-08-14,Thompson-Jackson Stadium,70,16,49,2,14,24
4554,1375,2024-03-06,Barrett-White Stadium,11,5,25,7,12,38
4555,2427,2020-03-24,Frye-Parsons Stadium,17,1,123,1,21,30
4556,4340,2025-11-29,"Soto, Johnson and Johnson Stadium",70,4,42,11,18,75
4557,9827,2023-04-19,"Chen, Perez and Singh Stadium",43,19,108,11,12,50
4558,7979,2023-12-10,Mccarty-Williams Stadium,135,18,173,6,14,2
4559,5872,2023-10-29,Peterson Ltd Stadium,92,28,85,14,0,42
4560,4204,2021-11-16,Morgan-Long Stadium,41,25,143,14,12,51
4561,7475,2022-10-04,Chavez and Sons Stadium,0,22,18,5,28,10
4562,7461,2021-04-29,"Smith, Palmer and Miller Stadium",101,26,131,10,28,41
4563,8050,2025-06-22,Phillips and Sons Stadium,124,24,41,7,14,24
4564,898,2024-10-08,Williams-Coleman Stadium,74,29,144,7,14,18
4565,5912,2020-01-10,"Romero, Robertson and Peterson Stadium",7,18,34,10,28,53
4566,5636,2024-12-20,Davis-Turner Stadium,115,12,6,3,6,42
4567,7531,2025-06-12,Hendrix Inc Stadium,92,5,152,10,3,26
4568,1861,2021-09-30,Fuller LLC Stadium,86,2,119,0,14,39
4569,1494,2025-11-20,"Lindsey, Smith and Carpenter Stadium",0,19,62,10,18,72
4570,2982,2021-09-06,Reese-Brock Stadium,10,29,8,3,24,61
4571,559,2022-07-06,"Higgins, Young and Simmons Stadium",12,23,12,0,14,66
4572,4638,2023-03-11,"Smith, Dominguez and Fowler Stadium",51,30,191,0,12,14
4573,890,2026-04-21,Shepherd Ltd Stadium,80,16,63,4,28,68
4574,5896,2024-07-27,"Miller, Lucas and Nicholson Stadium",33,27,175,13,24,50
4575,9647,2023-10-20,"Torres, Garcia and Madden Stadium",56,17,81,14,12,12
4576,5099,2024-10-10,Chapman-Mills Stadium,15,6,25,1,0,20
4577,5618,2021-06-12,Nelson-Young Stadium,62,26,183,5,6,59
4578,310,2022-07-06,Johnson and Sons Stadium,96,13,93,11,14,60
4579,9131,2025-03-05,"Nguyen, Crosby and Richardson Stadium",92,18,187,4,6,16
4580,1020,2023-04-06,"Williams, Reed and Salazar Stadium",87,1,60,15,7,43
4581,3427,2024-10-19,"Rivera, Brown and Richards Stadium",146,7,75,10,14,28
4582,4072,2021-01-27,"Moon, Anderson and Rangel Stadium",30,17,78,6,6,19
4583,2605,2021-10-08,Goodwin Inc Stadium,39,9,35,3,6,78
4584,1771,2026-04-15,Hernandez Group Stadium,91,7,60,10,12,56
4585,3674,2022-03-01,"Diaz, Jones and Adkins Stadium",37,12,150,4,21,38
4586,6048,2022-04-12,"Davis, Taylor and Forbes Stadium",113,26,84,14,6,29
4587,8543,2022-10-31,Gonzalez and Sons Stadium,109,14,29,2,3,63
4588,1966,2023-10-16,Thompson LLC Stadium,29,3,181,13,24,18
4589,7858,2025-08-31,"Maxwell, Lewis and Hayes Stadium",116,14,130,7,14,19
4590,1477,2025-03-15,Herring Group Stadium,76,27,136,6,24,4
4591,7351,2021-04-22,Griffith-King Stadium,87,7,163,11,18,53
4592,9802,2022-12-26,Stevens-Wilkinson Stadium,60,9,182,14,17,71
4593,3477,2020-04-23,"Ellis, Morse and David Stadium",92,0,146,9,14,69
4594,7159,2022-07-19,Wall-Travis Stadium,87,29,119,7,18,65
4595,370,2020-01-12,"Gomez, Contreras and Rogers Stadium",123,14,60,0,28,64
4596,3470,2023-10-15,"Brown, Kim and Moore Stadium",65,28,117,1,28,67
4597,5751,2021-12-02,Smith-Jackson Stadium,141,28,12,14,6,37
4598,2570,2020-12-15,"Flores, Gillespie and Morris Stadium",118,28,193,2,12,13
4599,5718,2024-08-29,Guerrero Ltd Stadium,76,0,132,10,28,61
4600,4157,2022-09-23,"Joseph, Johnston and Price Stadium",38,24,159,6,21,77
4601,3476,2020-11-04,Rivera LLC Stadium,86,24,73,11,28,4
4602,1638,2022-09-02,Thomas PLC Stadium,3,13,52,2,12,25
4603,9654,2022-02-20,Morrison PLC Stadium,116,4,98,11,7,57
4604,461,2026-01-22,Cooper-Mccarthy Stadium,18,30,189,0,28,11
4605,360,2020-03-17,Douglas-Jackson Stadium,32,26,188,9,7,64
4606,4071,2024-12-14,Reyes Ltd Stadium,100,6,19,3,18,41
4607,7155,2020-11-04,Hester-Contreras Stadium,135,12,7,2,7,3
4608,2919,2026-01-17,Chavez and Sons Stadium,12,17,41,9,28,40
4609,4985,2020-11-08,"Huang, Cox and Guerrero Stadium",39,16,188,12,6,44
4610,5985,2020-05-26,Hester-Taylor Stadium,111,27,181,11,6,21
4611,622,2020-04-28,"Harris, Gregory and Williams Stadium",103,18,166,0,0,7
4612,8465,2025-03-24,Thomas-Kelly Stadium,140,28,83,0,12,40
4613,787,2021-10-21,Lewis Ltd Stadium,135,1,25,9,17,51
4614,7861,2021-08-26,"Rodriguez, Lindsey and Clark Stadium",66,14,133,7,0,70
4615,2227,2026-01-30,"Lambert, Ramos and Wall Stadium",74,3,129,14,21,20
4616,8014,2026-01-15,"Jones, Pace and Walters Stadium",126,19,27,1,0,65
4617,8236,2020-02-15,Cox and Sons Stadium,134,30,179,12,0,33
4618,373,2022-06-05,Brown PLC Stadium,75,19,40,0,28,36
4619,8067,2021-08-09,Mckee PLC Stadium,140,12,184,12,6,57
4620,4248,2021-12-02,Nguyen Inc Stadium,122,4,1,14,28,70
4621,7811,2020-07-13,Clayton PLC Stadium,2,8,96,7,0,53
4622,7360,2024-06-14,Matthews-Leon Stadium,86,6,124,14,0,49
4623,4424,2024-06-12,Conway Inc Stadium,142,18,75,14,7,36
4624,4619,2023-08-28,Graham Ltd Stadium,-5,9,180,1,18,2
4625,7441,2025-01-06,"Smith, Lambert and Sanchez Stadium",112,20,54,2,6,63
4626,6662,2023-04-10,Brown-Collins Stadium,138,6,50,11,14,57
4627,6117,2022-09-06,Jones-Hodge Stadium,127,26,20,14,7,49
4628,4960,2024-07-26,"Luna, Sanchez and Rhodes Stadium",7,23,153,1,6,64
4629,1103,2024-11-15,House-Bautista Stadium,75,6,174,0,12,10
4630,3769,2021-06-07,Williams-Hanson Stadium,48,8,79,1,17,68
4631,7667,2022-10-05,Walker PLC Stadium,67,28,107,5,7,39
4632,7280,2023-03-12,Bauer Group Stadium,127,14,66,5,7,6
4633,2949,2023-11-04,Warren and Sons Stadium,50,24,186,7,12,78
4634,1207,2024-06-24,Cooper-Mendoza Stadium,132,1,6,11,12,31
4635,4110,2020-03-27,"Rivera, Martin and Gonzalez Stadium",12,7,68,2,18,2
4636,4459,2020-04-07,"Cunningham, Navarro and Brooks Stadium",-4,15,178,3,12,4
4637,7627,2025-05-01,"Lopez, Wood and Bailey Stadium",109,18,121,13,12,19
4638,3178,2026-03-11,Bennett-Davis Stadium,87,15,34,12,3,26
4639,1857,2020-12-05,Brown Inc Stadium,32,9,21,10,3,3
4640,9685,2020-12-27,Davis-Smith Stadium,-1,4,97,13,7,26
4641,24,2024-05-15,Banks-Nelson Stadium,22,9,3,2,18,78
4642,4743,2023-04-03,Wilson and Sons Stadium,0,10,185,9,6,72
4643,1431,2021-04-28,Oconnor LLC Stadium,70,11,51,2,17,67
4644,8323,2020-08-06,"Collins, Ford and Wilson Stadium",3,9,60,12,17,46
4645,4589,2024-02-02,Campbell and Sons Stadium,21,13,137,15,17,36
4646,8257,2022-06-19,Ray Ltd Stadium,38,7,88,15,21,33
4647,4782,2021-03-14,"Fields, Gilmore and Drake Stadium",14,11,100,7,3,55
4648,7352,2020-03-25,Hughes Group Stadium,93,3,146,3,28,45
4649,8865,2023-09-29,James-Mills Stadium,120,24,9,2,28,71
4650,9231,2022-02-16,"Wright, Preston and Welch Stadium",31,21,105,11,18,69
4651,4567,2022-08-11,Wolf Ltd Stadium,37,30,124,12,14,31
4652,2407,2024-10-09,"Snyder, Valencia and Andrews Stadium",37,1,103,8,12,78
4653,3544,2020-07-13,"Wilson, Padilla and Benton Stadium",31,25,38,12,24,53
4654,9020,2024-02-09,Lee-Rodriguez Stadium,100,30,15,15,18,35
4655,1098,2025-04-09,Flores-Potter Stadium,76,26,121,4,28,5
4656,5365,2025-03-13,Andrews-Craig Stadium,-2,22,37,2,21,27
4657,7874,2025-03-29,Butler-Harris Stadium,120,20,102,8,21,74
4658,6323,2025-06-17,"Kelley, Barry and Lee Stadium",1,17,57,11,24,28
4659,2093,2025-04-23,Bonilla LLC Stadium,104,20,109,12,17,35
4660,4227,2021-07-19,"Beltran, Lewis and Sanchez Stadium",8,25,79,14,14,47
4661,2018,2023-06-08,Graves-Barr Stadium,76,13,119,11,18,51
4662,5233,2020-06-21,"Smith, Hall and Harrison Stadium",80,23,127,10,14,43
4663,1656,2023-09-28,"Cuevas, Arnold and Davis Stadium",142,17,53,15,28,28
4664,3386,2023-12-07,"King, Bray and Barry Stadium",114,6,180,5,18,45
4665,9192,2025-06-03,"Jones, Lara and Johnson Stadium",24,16,33,10,28,35
4666,8466,2022-08-02,"Rice, Harding and Boyd Stadium",6,22,2,8,18,8
4667,9562,2025-04-18,"Castaneda, Davis and Powell Stadium",65,9,42,7,21,19
4668,9898,2021-11-05,Jenkins Group Stadium,6,3,43,6,17,12
4669,1538,2024-02-16,"Lowe, Moss and Jimenez Stadium",125,11,116,8,7,20
4670,7981,2022-03-25,Shields-Walker Stadium,3,9,116,5,18,39
4671,7036,2026-04-20,Mejia PLC Stadium,36,1,185,2,3,74
4672,7410,2022-09-11,Goodman Inc Stadium,49,26,140,6,14,64
4673,2352,2023-05-04,"Hansen, Taylor and Hernandez Stadium",142,17,133,5,18,3
4674,1151,2024-02-06,Bryant Group Stadium,24,2,117,6,28,74
4675,283,2023-05-02,"Smith, Perez and Contreras Stadium",98,9,47,6,24,10
4676,1047,2025-04-16,"Moore, Harris and Martinez Stadium",36,9,9,15,17,71
4677,3732,2022-02-15,Smith-Mcclain Stadium,101,18,130,0,14,4
4678,8306,2025-10-02,White-Burns Stadium,102,26,99,11,28,3
4679,2558,2024-10-13,"Blake, Holt and Dickerson Stadium",79,30,97,14,7,77
4680,1757,2022-11-24,"Murphy, Mooney and Daniel Stadium",23,24,10,14,3,71
4681,987,2020-08-27,Collins Group Stadium,86,20,160,1,7,55
4682,6156,2022-10-24,Graves Ltd Stadium,4,26,40,7,14,23
4683,3361,2025-01-12,"Bryan, Lewis and Lewis Stadium",119,7,23,8,24,40
4684,2298,2021-06-20,Clarke Inc Stadium,140,0,72,6,3,61
4685,75,2022-02-17,"Arroyo, Gibson and Russell Stadium",22,29,86,15,7,29
4686,4499,2022-05-31,"Lee, Rodriguez and Reed Stadium",-5,24,156,0,17,77
4687,6221,2022-11-30,"Martin, Roberts and Lopez Stadium",110,19,109,1,21,16
4688,685,2024-12-21,Beard-Mayer Stadium,118,3,100,11,7,48
4689,8381,2020-12-01,Caldwell and Sons Stadium,109,9,125,6,17,71
4690,4614,2024-04-25,Cunningham-Elliott Stadium,43,13,116,3,0,8
4691,9039,2025-08-21,Bailey-Lucas Stadium,28,19,191,14,0,74
4692,1204,2021-11-13,King PLC Stadium,72,24,155,12,18,21
4693,9230,2022-08-23,"Larson, Owens and Ruiz Stadium",36,26,125,5,17,31
4694,188,2020-05-29,Flynn LLC Stadium,68,6,19,15,0,28
4695,9196,2023-04-13,Hunt Group Stadium,-1,21,89,5,7,61
4696,1278,2023-10-17,Morales and Sons Stadium,72,30,116,10,14,54
4697,733,2020-09-15,Scott-Reilly Stadium,89,12,174,0,28,1
4698,412,2026-04-24,Russell Group Stadium,114,0,127,13,24,75
4699,8935,2025-03-09,Adams Ltd Stadium,141,4,72,2,0,8
4700,1495,2025-01-09,Dixon-Reyes Stadium,8,0,24,8,18,19
4701,183,2023-02-12,Mitchell-Cooper Stadium,134,20,40,5,6,27
4702,591,2025-02-19,"Gomez, Romero and Baker Stadium",99,27,191,11,18,12
4703,4484,2023-05-20,Potts LLC Stadium,111,13,87,15,14,62
4704,6110,2024-09-15,Thornton Ltd Stadium,45,7,108,10,6,46
4705,4782,2025-02-04,Benjamin-Brown Stadium,72,18,158,13,14,1
4706,5276,2023-08-22,Kerr Ltd Stadium,51,6,197,1,12,73
4707,8725,2024-10-15,Eaton LLC Stadium,120,7,45,15,28,11
4708,6635,2020-10-22,Lewis Inc Stadium,123,4,121,1,24,36
4709,5627,2022-01-26,Williams-Lee Stadium,104,12,3,9,17,64
4710,1721,2021-06-20,Mullins-Garcia Stadium,136,9,137,10,17,35
4711,1581,2023-09-16,"Blackburn, Mcbride and Cannon Stadium",139,5,144,13,24,25
4712,3941,2023-04-19,"Taylor, Pham and Figueroa Stadium",94,20,158,1,3,8
4713,5668,2025-09-08,Jones-Arnold Stadium,41,10,167,6,7,60
4714,4096,2026-03-26,Stone PLC Stadium,29,18,197,13,17,46
4715,2836,2022-04-29,"Moran, Hayes and Elliott Stadium",87,16,120,4,3,41
4716,9112,2025-03-19,Wheeler-Hall Stadium,63,10,6,14,24,1
4717,2371,2021-04-22,Webster-Nelson Stadium,20,10,28,5,28,54
4718,6240,2023-07-13,Houston LLC Stadium,96,13,84,8,28,21
4719,6065,2024-07-01,Ashley and Sons Stadium,112,21,118,4,6,71
4720,730,2022-05-30,"Jordan, Mendez and Powell Stadium",100,9,44,15,6,6
4721,9195,2023-08-19,"Jacobs, Hines and Cox Stadium",-1,9,85,9,17,4
4722,583,2025-01-10,Lewis Ltd Stadium,146,9,69,4,24,5
4723,2840,2023-08-01,Fleming-Shields Stadium,-3,27,117,14,28,7
4724,2084,2020-03-18,"Ramirez, Hall and Bray Stadium",137,7,129,15,17,62
4725,2893,2023-03-26,Dunn-Gonzalez Stadium,83,22,181,0,7,61
4726,607,2020-12-24,Haynes PLC Stadium,145,18,48,8,14,79
4727,7389,2021-07-01,Hurst-Lee Stadium,109,24,7,1,12,9
4728,1508,2022-03-03,"Lee, Hinton and Anderson Stadium",42,21,100,6,18,78
4729,401,2023-08-14,"Collins, Nelson and Davis Stadium",101,7,137,8,12,45
4730,8177,2023-10-07,Jones PLC Stadium,118,10,145,5,14,78
4731,8009,2021-06-10,Gallagher LLC Stadium,60,2,116,7,14,31
4732,8535,2025-11-26,Cole Group Stadium,105,16,154,13,14,27
4733,6290,2024-05-19,Avila Inc Stadium,88,16,29,6,3,50
4734,3104,2024-08-26,Young Group Stadium,57,23,74,4,21,60
4735,9647,2025-08-12,Bailey Inc Stadium,10,11,90,15,17,50
4736,3057,2022-12-12,"Jordan, Moon and Howard Stadium",135,30,38,13,3,58
4737,4714,2025-12-11,West LLC Stadium,36,11,106,5,3,68
4738,1270,2026-04-15,"Gonzalez, Marquez and Fitzgerald Stadium",125,10,38,13,21,9
4739,7426,2023-03-14,Rodriguez-Hamilton Stadium,143,11,46,11,17,24
4740,1299,2024-02-05,"Dunn, Meyer and Harris Stadium",140,11,71,4,7,77
4741,8408,2021-06-30,Drake-Arnold Stadium,76,19,55,9,12,28
4742,971,2020-07-28,Marquez and Sons Stadium,78,21,58,9,24,17
4743,9096,2023-06-28,Webster-Fernandez Stadium,147,17,110,13,7,8
4744,1172,2025-11-17,"Garcia, Wilson and Contreras Stadium",84,15,21,0,0,26
4745,115,2026-02-17,Johnson Ltd Stadium,132,30,170,6,12,44
4746,3079,2026-03-29,Alvarez-Vazquez Stadium,99,29,134,13,18,26
4747,4674,2023-07-24,Brown-Acevedo Stadium,52,9,160,4,14,56
4748,1173,2020-08-04,Rodriguez-Phillips Stadium,119,14,36,5,18,74
4749,2734,2025-09-06,"White, Patterson and Smith Stadium",135,21,88,10,3,58
4750,4976,2020-05-22,Zimmerman-Morris Stadium,115,18,137,12,6,66
4751,1721,2023-07-30,Davis LLC Stadium,23,20,21,12,0,7
4752,410,2024-02-28,"Hayes, Perez and Kemp Stadium",6,12,45,5,12,54
4753,74,2024-04-13,Moody Ltd Stadium,58,15,114,15,28,11
4754,9174,2023-05-02,Carlson-Johnson Stadium,93,7,20,13,6,60
4755,8575,2020-09-08,Henson-Jones Stadium,103,2,195,12,3,47
4756,1315,2022-04-09,Perez and Sons Stadium,13,27,166,0,6,5
4757,2207,2024-06-20,Dominguez-Garcia Stadium,52,1,95,4,3,66
4758,5555,2023-09-30,"Patton, Gomez and Jones Stadium",2,3,99,0,18,16
4759,5817,2021-01-12,Palmer Group Stadium,7,2,7,4,18,76
4760,6033,2021-02-04,Brown-Koch Stadium,27,19,166,13,28,30
